volume,vwap,open,close,high,low,high_low,high_close,low_close,true_range,ATR_14,Avg_Volume_14d,Relative_Volume,timestamp,date,ticker
54783.0,178.5443,179.06,180.16,180.16,177.05,3.109999999999985,0.8315000000000055,2.2784999999999798,3.109999999999985,0.6585714285714224,20948.10934065934,2.6151763440373426,2022-12-28 09:31:00,2022-12-28,MRNA
3729371.0,119.887,120.385,119.3978,120.6,118.89,1.7099999999999937,8.149999999999991,6.439999999999998,8.149999999999991,0.8995714285714261,364310.0452380952,10.236805294684272,2022-12-29 09:30:00,2022-12-29,TSLA
104045.0,282.8666,283.18,281.25,283.8,281.1,2.6999999999999886,6.920000000000016,4.220000000000027,6.920000000000016,0.7739428571428684,20248.302747252746,5.138455370740475,2022-12-29 09:30:00,2022-12-29,NFLX
23770.0,138.9307,139.055,139.2225,139.46,138.59,0.8700000000000045,0.32500000000001705,0.5449999999999875,0.8700000000000045,0.5280428571428583,10852.058058608058,2.190367934969274,2022-12-29 09:34:00,2022-12-29,SNOW
152442.0,285.8049,285.53,286.55,287.09,285.05,2.0399999999999636,4.03000000000003,6.069999999999993,6.069999999999993,0.7289357142857155,20518.633333333335,7.4294421818217256,2022-12-30 09:30:00,2022-12-30,NFLX
42983.0,141.9553,141.4,142.34,142.34,141.165,1.1750000000000114,1.1753999999999962,0.0003999999999848569,1.1753999999999962,0.6159214285714297,10434.172527472527,4.119445014621757,2022-12-30 09:33:00,2022-12-30,SNOW
1025219.0,121.3368,120.8628,121.3,121.79,120.7901,0.9999000000000109,0.9157000000000011,0.08420000000000982,0.9999000000000109,0.5038000000000002,384082.2344322344,2.6692695159814392,2022-12-30 09:31:00,2022-12-30,TSLA
232034.0,87.0666,86.31,87.62,87.81,86.29,1.519999999999996,1.490000000000009,0.029999999999986926,1.519999999999996,0.5161571428571412,16879.197985347986,13.746743192503427,2023-01-03 09:31:00,2023-01-03,PDD
178359.0,297.6898,298.06,296.96,298.39,296.6,1.7899999999999636,3.509999999999991,1.7200000000000273,3.509999999999991,0.5370857142857071,19531.55402930403,9.131838651056661,2023-01-03 09:30:00,2023-01-03,NFLX
3325595.0,117.9849,118.47,117.09,118.8,116.98,1.8199999999999932,4.38000000000001,6.200000000000003,6.200000000000003,0.6289142857142858,393507.23223443225,8.451166147865802,2023-01-03 09:30:00,2023-01-03,TSLA
103792.0,76.9104,77.48,76.59,77.48,76.37,1.1099999999999994,0.14000000000000057,0.9699999999999989,1.1099999999999994,0.5228571428571404,13337.948901098902,7.7817062255688105,2023-01-03 09:34:00,2023-01-03,BX
282333.0,124.5867,124.169,124.83,124.88,124.1401,0.7398999999999916,0.7199999999999989,0.0198999999999927,0.7398999999999916,0.500707142857142,63466.13553113553,4.448561388482393,2023-01-03 09:32:00,2023-01-03,META
101036.0,66.7223,66.96,66.58,67.0789,66.4,0.6788999999999987,0.16389999999999816,0.5150000000000006,0.6788999999999987,0.5372857142857147,23683.86227106227,4.266027172580257,2023-01-03 09:35:00,2023-01-03,SQ
76316.0,135.5252,135.94,135.45,136.0,135.13,0.8700000000000045,0.06010000000000559,0.809899999999999,0.8700000000000045,0.5203142857142841,19770.23663003663,3.8601460077647336,2023-01-03 09:35:00,2023-01-03,CRM
32580.0,147.3961,147.08,147.85,147.85,146.955,0.8949999999999818,0.6699999999999875,0.22499999999999432,0.8949999999999818,0.545264285714284,10126.546886446886,3.2172862442975747,2023-01-03 09:31:00,2023-01-03,SNOW
43764.0,194.0182,194.03,193.8992,194.37,193.6,0.7700000000000102,0.34499999999999886,0.42500000000001137,0.7700000000000102,0.5041428571428546,14614.618681318681,2.9945358790607295,2023-01-03 09:34:00,2023-01-03,BA
52476.0,182.2274,180.84,182.88,183.2,180.84,2.359999999999985,2.4099999999999966,0.05000000000001137,2.4099999999999966,0.5792642857142819,21196.648351648353,2.47567441462599,2023-01-03 09:33:00,2023-01-03,MRNA
134505.0,242.0133,242.13,242.08,242.23,241.7,0.5300000000000011,0.06999999999999318,0.46000000000000796,0.5300000000000011,0.5259642857142889,58320.965018315015,2.3062889984375308,2023-01-03 09:31:00,2023-01-03,MSFT
600807.0,141.3742,141.22,140.76,141.85,140.75,1.0999999999999943,7.069999999999993,5.969999999999999,7.069999999999993,0.6103571428571419,18990.925274725276,31.636531201542066,2023-01-04 09:30:00,2023-01-04,CRM
1214028.0,232.3545,232.275,231.57,232.87,231.52,1.3499999999999943,6.710000000000008,8.060000000000002,8.060000000000002,0.7835714285714366,57356.530952380956,21.166342870490563,2023-01-04 09:30:00,2023-01-04,MSFT
650586.0,98.3202,98.85,97.7713,98.86,97.6,1.2600000000000051,6.890000000000001,5.6299999999999955,6.890000000000001,0.5539642857142856,44183.28461538462,14.724708804774238,2023-01-04 09:30:00,2023-01-04,BABA
163280.0,89.2048,89.06,88.96,89.59,88.81,0.7800000000000011,0.5101000000000084,0.2698999999999927,0.7800000000000011,0.5317857142857169,16586.24010989011,9.844304611425391,2023-01-04 09:31:00,2023-01-04,PDD
87483.0,298.1093,298.24,297.77,298.86,297.31,1.5500000000000114,3.910000000000025,2.3600000000000136,3.910000000000025,0.5846428571428655,18841.73534798535,4.6430436679153395,2023-01-04 09:30:00,2023-01-04,NFLX
42734.0,211.688,211.38,211.67,211.86,211.34,0.5200000000000102,0.6000000000000227,0.0800000000000125,0.6000000000000227,0.5317857142857179,10372.962820512821,4.119748690845815,2023-01-04 09:35:00,2023-01-04,V
249163.0,127.237,126.75,127.36,127.4435,126.75,0.6935000000000002,0.6834999999999951,0.010000000000005116,0.6935000000000002,0.5170285714285744,65019.907692307694,3.8321032564227666,2023-01-04 09:34:00,2023-01-04,META
1120449.0,108.1689,107.76,108.8,108.91,107.615,1.2950000000000017,1.1400000000000006,0.15500000000000114,1.2950000000000017,0.557857142857143,413741.0893772894,2.708092159003008,2023-01-04 09:32:00,2023-01-04,TSLA
31160.0,172.8064,172.6,172.94,173.05,172.6,0.45000000000001705,0.5300000000000011,0.07999999999998408,0.5300000000000011,0.5600785714285702,12945.854761904762,2.406948059674921,2023-01-04 09:35:00,2023-01-04,CVX
625113.0,227.1408,227.2,226.63,227.55,226.55,1.0,1.5300000000000011,2.530000000000001,2.530000000000001,0.5132999999999969,59628.88424908425,10.483392534878769,2023-01-05 09:30:00,2023-01-05,MSFT
98106.0,307.2122,307.0,307.965,308.6,306.38,2.2200000000000273,0.8100000000000023,3.0300000000000296,3.0300000000000296,0.6408642857142988,18763.69230769231,5.228501853005805,2023-01-05 09:30:00,2023-01-05,NFLX
53480.0,142.6807,143.42,142.1,143.54,141.71,1.829999999999984,0.12999999999999545,1.6999999999999886,1.829999999999984,0.601071428571428,10279.99413919414,5.2023375962928675,2023-01-05 09:35:00,2023-01-05,TMUS
82283.0,174.5601,174.8,175.1337,175.5135,172.0,3.5134999999999934,1.8465000000000202,5.360000000000014,5.360000000000014,0.5831357142857192,16822.25586080586,4.89131782805129,2023-01-05 09:30:00,2023-01-05,MRNA
68233.0,201.487,202.1,201.25,202.28,200.9,1.3799999999999955,0.18000000000000682,1.1999999999999886,1.3799999999999955,0.5279714285714253,14617.657875457875,4.667847652568125,2023-01-05 09:33:00,2023-01-05,BA
1765538.0,109.7187,111.15,109.029,111.17,108.9363,2.233699999999999,0.04999999999999716,2.1837000000000018,2.233699999999999,0.5924500000000015,414528.74816849816,4.259144891158048,2023-01-05 09:31:00,2023-01-05,TSLA
192402.0,102.14,101.87,102.21,102.36,101.87,0.4899999999999949,0.4749999999999943,0.015000000000000568,0.4899999999999949,0.5012357142857137,50514.36941391941,3.8088568110875585,2023-01-05 09:35:00,2023-01-05,BABA
3683605.0,102.9298,103.0,103.46,103.9,102.13,1.7700000000000102,6.439999999999998,8.210000000000008,8.210000000000008,0.7734428571428599,416399.3347985348,8.846327772791057,2023-01-06 09:30:00,2023-01-06,TSLA
124768.0,311.8437,311.57,312.71,313.6899,311.33,2.3599000000000387,3.989900000000034,1.6299999999999955,3.989900000000034,0.605621428571437,18654.12399267399,6.688494192973091,2023-01-06 09:30:00,2023-01-06,NFLX
71209.0,208.1652,208.05,208.6,208.6,207.9,0.6999999999999886,0.6099999999999852,0.09000000000000341,0.6999999999999886,0.5125071428571378,14819.72435897436,4.805015145701955,2023-01-06 09:34:00,2023-01-06,BA
234088.0,222.6238,222.07,222.96,222.97,221.97,1.0,0.900100000000009,0.099899999999991,1.0,0.5172785714285725,60550.857142857145,3.865973349439432,2023-01-06 09:33:00,2023-01-06,MSFT
1597013.0,112.167,111.99,112.52,112.79,111.98,0.8100000000000023,0.8000000000000114,0.009999999999990905,0.8100000000000023,0.509835714285715,51756.357326007324,30.85636398134821,2023-01-09 09:31:00,2023-01-09,BABA
210686.0,49.0313,48.82,48.67,49.48,48.6,0.8799999999999955,0.75,0.12999999999999545,0.8799999999999955,0.5197571428571435,12889.33076923077,16.34576719087283,2023-01-09 09:31:00,2023-01-09,FUTU
3213121.0,118.9654,118.96,119.2528,119.39,118.11,1.2800000000000011,6.209999999999994,4.929999999999993,6.209999999999994,0.6606357142857148,433830.8826007326,7.406390667114241,2023-01-09 09:30:00,2023-01-09,TSLA
90399.0,317.0952,316.83,316.74,318.3038,316.31,1.9938000000000216,2.783800000000042,0.7900000000000205,2.783800000000042,0.7687642857142895,17362.18021978022,5.206661770335218,2023-01-09 09:30:00,2023-01-09,NFLX
74845.0,212.6015,213.69,211.74,213.772,211.5601,2.2118999999999858,0.008000000000009777,2.2198999999999955,2.2198999999999955,0.508035714285711,15693.861355311356,4.769062138724057,2023-01-09 09:33:00,2023-01-09,BA
55343.0,177.802,179.03,177.58,179.19,177.39,1.8000000000000114,0.05000000000001137,1.8500000000000227,1.8500000000000227,0.7716500000000062,12534.017948717948,4.415423707420238,2023-01-09 09:33:00,2023-01-09,MRNA
72686.0,144.7383,144.81,144.6,144.95,144.5019,0.4480999999999824,0.09999999999999432,0.3480999999999881,0.4480999999999824,0.5052499999999996,18888.858608058606,3.848088521822582,2023-01-09 09:33:00,2023-01-09,CRM
32866.0,128.0812,127.61,128.025,128.5,127.51,0.9899999999999949,1.1899999999999977,0.20000000000000284,1.1899999999999977,0.5368142857142847,10234.230952380953,3.2113795509328287,2023-01-09 09:31:00,2023-01-09,SNOW
140175.0,227.5747,227.46,227.35,227.9,227.26,0.6400000000000148,0.4399999999999977,0.20000000000001705,0.6400000000000148,0.5067857142857183,60923.52545787546,2.300835333255979,2023-01-09 09:33:00,2023-01-09,MSFT
949520.0,57.2141,57.2,57.081,57.4,57.0807,0.31929999999999836,0.3999999999999986,0.7192999999999969,0.7192999999999969,0.6254142857142863,45403.46153846154,20.91294293047802,2023-01-10 09:30:00,2023-01-10,AVGO
245613.0,204.4434,203.9,205.27,205.3,203.4608,1.8392000000000053,3.269999999999982,5.109199999999987,5.109199999999987,0.5500071428571423,16283.595787545788,15.083462105332572,2023-01-10 09:30:00,2023-01-10,BA
272230.0,41.2766,41.4246,41.04,41.74,40.83,0.9100000000000037,0.37000000000000455,0.5399999999999991,0.9100000000000037,0.5155428571428574,27600.724725274726,9.863146808993449,2023-01-10 09:33:00,2023-01-10,COIN
119277.0,312.3159,311.07,313.63,314.83,311.07,3.759999999999991,0.4600000000000364,4.220000000000027,4.220000000000027,0.6881214285714309,16892.472344322345,7.06095576590301,2023-01-10 09:30:00,2023-01-10,NFLX
221247.0,230.2296,229.68,230.48,230.97,229.68,1.289999999999992,1.3100000000000023,0.020000000000010232,1.3100000000000023,0.5563999999999965,59550.943223443224,3.7152560148350835,2023-01-10 09:34:00,2023-01-10,MSFT
1458838.0,121.8463,121.1101,122.32,122.4699,121.01,1.4598999999999904,1.3399,0.11999999999999034,1.4598999999999904,0.5211571428571428,444939.11813186813,3.2787362147997046,2023-01-10 09:31:00,2023-01-10,TSLA
30761.0,136.8961,136.6793,136.6,137.4599,136.22,1.2399000000000058,0.8899000000000115,0.3499999999999943,1.2399000000000058,0.5124642857142874,10766.07435897436,2.857216007834677,2023-01-10 09:32:00,2023-01-10,SNOW
30011.0,95.2111,94.86,95.1,95.6,94.86,0.7399999999999949,0.8299999999999983,0.09000000000000341,0.8299999999999983,0.51,10786.958424908426,2.7821558976903886,2023-01-10 09:34:00,2023-01-10,CRWD
32126.0,114.4175,114.375,114.66,114.71,114.27,0.4399999999999977,0.3499999999999943,0.09000000000000341,0.4399999999999977,0.5314285714285713,15021.94761904762,2.138604182007976,2023-01-10 09:32:00,2023-01-10,QCOM
24109.0,186.5864,186.37,186.5,187.0,186.1,0.9000000000000057,0.6308999999999969,0.2691000000000088,0.9000000000000057,0.78282142857143,11562.528937728937,2.0850974842823087,2023-01-10 09:35:00,2023-01-10,MRNA
205317.0,325.5634,326.5,324.7,326.5,323.5,3.0,1.0299999999999727,4.029999999999973,4.029999999999973,0.736392857142846,18164.65970695971,11.303101919455926,2023-01-11 09:30:00,2023-01-11,NFLX
109658.0,209.6647,209.21,210.1484,210.25,208.99,1.259999999999991,1.036200000000008,0.2237999999999829,1.259999999999991,0.5056357142857186,16510.946153846155,6.641533379021749,2023-01-11 09:32:00,2023-01-11,BA
206518.0,231.8976,231.57,232.4215,232.44,231.5,0.9399999999999977,0.8495000000000061,0.09049999999999159,0.9399999999999977,0.5060000000000022,59338.05750915751,3.4803633396345766,2023-01-11 09:33:00,2023-01-11,MSFT
1245806.0,121.7106,122.2,121.67,122.5,121.09,1.4099999999999966,0.29999999999999716,1.1099999999999994,1.4099999999999966,0.5183071428571405,449612.3432234432,2.770844748318828,2023-01-11 09:31:00,2023-01-11,TSLA
25596.0,187.3519,188.7499,186.653,188.7499,186.5,2.2498999999999967,0.10489999999998645,2.1450000000000102,2.2498999999999967,0.555342857142855,10962.808058608058,2.3348032605480014,2023-01-11 09:32:00,2023-01-11,MRNA
205520.0,331.7248,332.5,330.5127,332.55,329.8,2.75,5.560000000000002,2.8100000000000023,5.560000000000002,0.76211428571429,18695.22142857143,10.993183514045414,2023-01-12 09:30:00,2023-01-12,NFLX
47953.0,137.2253,137.6995,137.175,137.9504,136.83,1.1203999999999894,0.22040000000001214,0.8999999999999773,1.1203999999999894,0.5238642857142862,10910.395421245421,4.395166091471153,2023-01-12 09:34:00,2023-01-12,SNOW
133689.0,236.2399,236.7027,235.64,236.76,235.64,1.1200000000000045,0.040000000000020464,1.160000000000025,1.160000000000025,0.5007499999999965,59670.96556776557,2.2404363450123084,2023-01-12 09:32:00,2023-01-12,MSFT
153719.0,146.2142,146.2,146.25,146.7,146.0942,0.6057999999999879,2.9000000000000057,3.5057999999999936,3.5057999999999936,0.5246571428571372,20051.62600732601,7.666161334938006,2023-01-13 09:30:00,2023-01-13,CRM
115375.0,135.3548,135.29,135.66,135.69,135.02,0.6699999999999875,0.4399999999999977,0.22999999999998977,0.6699999999999875,0.5228642857142854,17727.51794871795,6.508243304773746,2023-01-13 09:32:00,2023-01-13,JPM
123883.0,330.0566,329.97,331.1001,331.46,328.885,2.5749999999999886,1.329999999999984,1.2450000000000045,2.5749999999999886,0.5857857142857199,19374.419413919415,6.394152895802242,2023-01-13 09:30:00,2023-01-13,NFLX
2889454.0,116.6688,116.55,116.9921,117.0,116.41,0.5900000000000034,6.590100000000007,7.18010000000001,7.18010000000001,0.7256500000000007,458027.77124542126,6.308469008643949,2023-01-13 09:30:00,2023-01-13,TSLA
60978.0,213.1626,213.785,212.9296,213.91,212.64,1.2700000000000102,0.125,1.1450000000000102,1.2700000000000102,0.5897071428571385,16464.02032967033,3.7037126278391206,2023-01-13 09:35:00,2023-01-13,BA
33417.0,140.1159,139.33,140.48,140.7999,139.33,1.4698999999999955,1.3899000000000115,0.07999999999998408,1.4698999999999955,0.5864214285714249,10937.891025641025,3.0551593466841624,2023-01-13 09:31:00,2023-01-13,SNOW
147357.0,235.8573,236.54,235.3162,236.6099,235.3,1.309899999999999,0.039900000000017144,1.2699999999999818,1.309899999999999,0.5301214285714276,60231.02985347986,2.4465296435818193,2023-01-13 09:32:00,2023-01-13,MSFT
210559.0,95.8207,95.555,95.43,96.24,95.36,0.8799999999999955,0.6849999999999881,0.1950000000000074,0.8799999999999955,0.5219642857142871,11434.180036630036,18.414875340904416,2023-01-17 09:33:00,2023-01-17,MS
277257.0,37.512,37.6479,37.275,37.83,37.25,0.5799999999999983,0.17999999999999972,0.3999999999999986,0.5799999999999983,0.5121214285714301,30117.00457875458,9.205995213600533,2023-01-17 09:33:00,2023-01-17,RBLX
206903.0,52.4609,52.44,52.1968,52.82,52.14,0.6799999999999997,0.38000000000000256,0.29999999999999716,0.6799999999999997,0.5017142857142863,35405.05311355311,5.843883338810674,2023-01-17 09:33:00,2023-01-17,COIN
1522142.0,127.0475,126.62,127.2246,127.45,126.56,0.8900000000000006,0.8100000000000023,0.0799999999999983,0.8900000000000006,0.5334642857142862,451574.9428571428,3.3707406136605202,2023-01-17 09:31:00,2023-01-17,TSLA
48022.0,329.9575,330.42,329.32,331.16,329.18,1.9800000000000182,0.7100000000000364,1.2699999999999818,1.9800000000000182,0.5405214285714278,19554.555494505494,2.4557960426916066,2023-01-17 09:31:00,2023-01-17,NFLX
146211.0,79.9451,80.2,79.82,80.29,79.34,0.9500000000000028,0.020000000000010232,0.9299999999999926,0.9500000000000028,0.5249999999999996,13926.984981684982,10.498395754162033,2023-01-18 09:35:00,2023-01-18,SCHW
2813345.0,136.2825,136.555,135.92,136.68,135.61,1.0699999999999932,5.230000000000018,4.160000000000025,5.230000000000018,0.5481285714285734,454417.1153846154,6.1911070352594555,2023-01-18 09:30:00,2023-01-18,TSLA
93524.0,326.5924,326.75,326.855,327.48,325.3,2.180000000000007,1.259999999999991,0.9200000000000159,2.180000000000007,0.5543071428571328,20318.66556776557,4.602861329061423,2023-01-18 09:30:00,2023-01-18,NFLX
237639.0,241.126,241.77,240.61,241.9,240.61,1.289999999999992,0.11000000000001364,1.1799999999999784,1.289999999999992,0.5099285714285701,60517.74322344322,3.926765727574983,2023-01-18 09:32:00,2023-01-18,MSFT
37457.0,145.3011,145.93,144.79,146.41,144.5,1.9099999999999966,0.3599999999999852,1.5500000000000114,1.9099999999999966,0.595242857142858,11277.98021978022,3.3212507266420745,2023-01-18 09:32:00,2023-01-18,SNOW
31048.0,105.5085,105.1544,105.57,105.8,105.07,0.730000000000004,0.730000000000004,0.0,0.730000000000004,0.5210714285714287,11842.554395604395,2.621731677375626,2023-01-18 09:33:00,2023-01-18,CRWD
383296.0,143.8448,143.67,144.42,144.9,143.24,1.6599999999999966,1.1500000000000057,0.5099999999999909,1.6599999999999966,0.653571428571429,12190.63901098901,31.441830051278313,2023-01-19 09:33:00,2023-01-19,PG
281554.0,76.2608,76.75,75.94,76.83,75.73,1.0999999999999943,0.08249999999999602,1.0174999999999983,1.0999999999999943,0.5460714285714313,15588.904395604395,18.061179468095897,2023-01-19 09:33:00,2023-01-19,SCHW
83984.0,51.1286,50.86,51.17,51.46,50.78,0.6799999999999997,0.6799999999999997,0.0,0.6799999999999997,0.5434785714285708,11410.40879120879,7.360297210798084,2023-01-19 09:35:00,2023-01-19,AA
113935.0,322.2568,322.57,321.583,322.89,321.31,1.579999999999984,3.4399999999999977,5.019999999999982,5.019999999999982,0.7235571428571339,20706.737545787546,5.502315357407824,2023-01-19 09:30:00,2023-01-19,NFLX
69130.0,91.2687,91.35,91.5,91.58,90.88,0.7000000000000028,0.23000000000000398,0.46999999999999886,0.7000000000000028,0.5290357142857128,19563.196153846155,3.533676167041291,2023-01-19 09:35:00,2023-01-19,PDD
53275.0,206.3499,206.115,206.02,206.55,206.02,0.5300000000000011,0.4000000000000057,0.12999999999999545,0.5300000000000011,0.5610714285714319,16783.973992673993,3.1741588746058538,2023-01-19 09:35:00,2023-01-19,BA
159308.0,234.0988,234.72,234.17,234.725,233.815,0.9099999999999966,0.0049999999999954525,0.914999999999992,0.914999999999992,0.5537142857142844,62404.51978021978,2.5528279131232976,2023-01-19 09:35:00,2023-01-19,MSFT
3600227.0,234.9654,234.855,235.0873,235.3,234.51,0.7900000000000205,2.8700000000000045,2.079999999999984,2.8700000000000045,0.5792499999999977,64425.98516483516,55.88159794202212,2023-01-20 09:30:00,2023-01-20,MSFT
319344.0,43.1729,42.3,43.66,43.75,42.12,1.6300000000000026,1.5499999999999972,0.0800000000000054,1.6300000000000026,0.5221428571428574,10411.428021978021,30.672449478196484,2023-01-20 09:32:00,2023-01-20,W
559135.0,335.6504,336.79,334.75,337.0,333.98,3.019999999999982,1.1999999999999886,1.8199999999999932,3.019999999999982,2.6513785714285683,21914.15,25.51479295341138,2023-01-20 09:30:00,2023-01-20,NFLX
46454.0,143.8059,143.71,143.555,144.1,143.48,0.6200000000000045,0.37999999999999545,0.2400000000000091,0.6200000000000045,0.5229642857142848,11052.75934065934,4.202932369033997,2023-01-20 09:34:00,2023-01-20,TMUS
1004969.0,156.0116,157.35,155.145,157.65,154.5,3.1500000000000057,6.400000000000006,3.25,6.400000000000006,0.5839999999999991,20936.180952380953,48.0015434661072,2023-01-23 09:30:00,2023-01-23,CRM
646899.0,54.1507,53.65,54.78,55.23,53.28,1.9499999999999957,8.439999999999998,6.490000000000002,8.439999999999998,0.730835714285713,13541.322893772895,47.772215837012695,2023-01-23 09:30:00,2023-01-23,W
236290.0,342.8159,341.715,342.8899,344.66,341.2,3.4600000000000364,2.160000000000025,1.3000000000000114,3.4600000000000364,0.6846214285714244,24807.90750915751,9.524785591560944,2023-01-23 09:30:00,2023-01-23,NFLX
153847.0,127.3795,127.33,127.1505,127.5925,127.14,0.45250000000000057,0.2524999999999977,0.20000000000000284,0.45250000000000057,0.517007142857141,16926.419413919415,9.089163882674688,2023-01-23 09:32:00,2023-01-23,QCOM
58043.0,223.0357,223.58,222.07,223.58,221.37,2.210000000000008,1.0400000000000205,1.1699999999999875,2.210000000000008,0.5293500000000019,10117.799084249084,5.7367219408773025,2023-01-23 09:30:00,2023-01-23,ENPH
39767.0,145.8877,145.8,145.4675,146.16,145.42,0.7400000000000091,0.19999999999998863,0.5400000000000205,0.7400000000000091,0.569821428571428,11967.6,3.3228884655235804,2023-01-23 09:34:00,2023-01-23,SNOW
1034429.0,134.9958,134.54,135.635,135.7383,134.29,1.4483000000000175,1.1983000000000175,0.25,1.4483000000000175,0.5350571428571455,432890.7,2.389584715033148,2023-01-23 09:32:00,2023-01-23,TSLA
216212.0,168.4884,175.0,169.044,175.0,166.87,8.129999999999995,6.689999999999998,1.4399999999999977,8.129999999999995,0.7272285714285687,13165.880036630037,16.42214568251087,2023-01-24 09:30:00,2023-01-24,JNJ
210313.0,105.1737,105.39,104.6733,108.44,102.0,6.439999999999998,2.769999999999996,3.6700000000000017,6.439999999999998,0.5315642857142849,26111.572893772893,8.054397981140218,2023-01-24 09:30:00,2023-01-24,DIS
80541.0,222.3801,222.5,222.375,223.58,222.0,1.5800000000000125,4.859999999999985,6.439999999999998,6.439999999999998,0.8958071428571414,10505.758058608058,7.666367295980842,2023-01-24 09:30:00,2023-01-24,ENPH
136307.0,155.974,154.61,155.905,160.21,154.5,5.710000000000008,4.340000000000003,1.3700000000000045,5.710000000000008,0.534635714285713,23086.439010989012,5.904202026788049,2023-01-24 09:30:00,2023-01-24,CRM
109083.0,357.0371,357.53,355.425,357.53,355.3,2.2299999999999613,0.1099999999999568,2.1200000000000045,2.2299999999999613,0.6721428571428467,26263.179853479855,4.1534574491194585,2023-01-24 09:30:00,2023-01-24,NFLX
128181.0,104.9533,109.16,104.19,112.81,99.23,13.579999999999998,0.01999999999999602,13.560000000000002,13.579999999999998,1.047857142857141,34270.29304029304,3.740294833466762,2023-01-24 09:30:00,2023-01-24,XOM
61037.0,208.5798,205.0,208.69,211.0,205.0,6.0,1.0300000000000011,4.969999999999999,6.0,0.5441000000000003,17184.520146520146,3.551859433931296,2023-01-24 09:30:00,2023-01-24,BA
129907.0,95.6192,97.2,95.79,106.43,91.55,14.88000000000001,10.77000000000001,4.109999999999999,14.88000000000001,1.1423499999999973,37894.89230769231,3.428087324940889,2023-01-24 09:30:00,2023-01-24,TSM
