ticker,position_type,entry_time,exit_time,entry_price,exit_price,capital_allocated,shares_traded,profit/loss,% of profit/loss,updated_capital
V,long,2023-01-27 10:19:00-05:00,2023-01-27 10:50:00-05:00,230.715,228.82,32253.63589406952,139.79860821389818,-265.8969528228358,-0.8243937325271483,96495.01072938573
CRM,long,2023-01-27 09:36:00-05:00,2023-01-27 10:45:00-05:00,166.2,164.46,32253.63589406952,194.06519791858918,-339.03190076377155,-1.0511432009626838,96155.97882862196
TSLA,long,2023-01-27 09:36:00-05:00,2023-01-27 15:55:00-05:00,163.99,177.86,32253.63589406952,196.68050426287894,2726.5818305962916,8.45356424172206,98882.56065921824
PDD,short,2023-01-30 09:37:00-05:00,2023-01-30 09:55:00-05:00,97.04,97.915,98882.56065921824,1018.9876407586381,-898.7470991491189,-0.9089035449299258,97983.81356006913
TSLA,short,2023-02-01 09:36:00-05:00,2023-02-01 09:50:00-05:00,172.2899,175.3015,97983.81356006913,568.714785719123,-1716.7224521717537,-1.7520469859231538,96267.09110789737
META,short,2023-02-02 09:36:00-05:00,2023-02-02 09:55:00-05:00,181.527,183.1307,19253.418221579475,106.06366117205417,-170.836739049828,-0.8873060205919799,96096.25436884754
COIN,long,2023-02-02 09:36:00-05:00,2023-02-02 15:55:00-05:00,71.255,82.39,19253.418221579475,270.2044519202789,3006.8351409688653,15.617149673707114,99103.0895098164
PANW,short,2023-02-02 09:39:00-05:00,2023-02-02 09:45:00-05:00,163.9,165.19,19253.418221579475,117.47051996082656,-152.3592643891911,-0.7913361805979205,98950.73024542721
PDD,short,2023-02-02 09:44:00-05:00,2023-02-02 15:55:00-05:00,101.25,99.4676,19253.418221579475,190.1572170032541,337.60512306757647,1.7534814814814774,99288.3353684948
NFLX,short,2023-02-02 10:31:00-05:00,2023-02-02 11:30:00-05:00,364.94,367.78,19253.418221579475,52.75776352709891,-150.20135276164928,-0.7801282402586658,99138.13401573314
NET,long,2023-02-03 14:56:00-05:00,2023-02-03 15:55:00-05:00,59.78,59.42,19827.626803146628,331.67659423129186,-121.72531008288394,-0.6139176982268308,99016.40870565026
META,long,2023-02-03 14:57:00-05:00,2023-02-03 15:55:00-05:00,187.71,187.0,19827.626803146628,105.62903842707702,-75.73602055221505,-0.38197219114592074,98940.67268509805
